"","ID","total_hh_income","net_farm_income","net_remittance_received","cash_assistance_received","total_non_agri_income","rent_annual","other_income_annual","total_income","total_food_annual","net_expense_education","total_cost_chronic_inpatient","total_cost_chronic_outpatient","total_cost_acute","reported_oop","reimbursed_amount","total_health_cost","total_expenditure","income_expenditure_ratio"
"1098",4997,0,49000,0,0,84200,0,8000,141200,390728,4600,0,250,0,2500,0,250,395578,0.356946038455121
"1099",4999,0,-13800,0,96000,0,0,0,82200,305500,3100,0,2000,0,2000,0,2000,310600,0.264649066323245
"1100",5000,568000,88300,590000,96000,97500,0,360000,1799800,893880,292000,0,56200,0,72000,5000,56200,1242080,1.44902099703723
"1101",5009,0,64000,-2e+05,0,585000,0,0,449000,158600,0,0,0,0,30000,0,0,158600,2.83102143757881
"1102",5010,395000,-142200,0,0,0,0,336216,589016,583440,138200,0,50700,0,130000,7000,50700,772340,0.762638216329596
"1103",5012,0,-21525,148000,0,60000,0,0,186475,257400,29500,0,59400,0,70000,0,59400,346300,0.538478198094138
"1104",5021,0,0,5e+05,120000,497000,0,0,1117000,195000,40000,0,0,0,50000,10000,0,235000,4.7531914893617
"1105",5022,0,0,1800000,0,498800,0,0,2298800,114400,0,0,0,0,50000,0,0,114400,20.0944055944056
"1106",5024,120000,33500,0,60000,0,0,2375,215875,296400,32100,151000,127000,15,20000,9000,278015,606515,0.355926893811365
"1107",5025,103600,30800,126000,0,0,0,300,260700,434980,18950,0,53200,300,52900,0,53500,507430,0.513765445480165
"1108",5026,44000,21400,10000,75000,22600,0,8,173008,215280,0,0,3590,100,12000,3000,3690,218970,0.790099100333379
"1109",5027,14400,408,2e+05,0,0,0,5000,219808,512616,40750,0,0,0,80000,6130,0,553366,0.397219923161163
"1110",5028,0,-11992,195000,0,0,0,500,183508,187720,0,0,26856,0,70000,0,26856,214576,0.855212139288644
"1111",5029,216300,0,0,32000,0,0,3000,251300,190112,19800,0,3500,0,10000,1600,3500,213412,1.17753453414054
"1112",5030,720000,249400,0,53000,0,0,0,1022400,378196,7400,0,6380,1670,12000,0,8050,393646,2.59725743434456
"1113",5031,252000,96800,0,0,0,0,16200,365000,103740,23700,0,0,15100,22000,0,15100,142540,2.56068472007857
"1114",5032,324000,87400,0,0,0,0,10000,421400,140140,25100,0,0,950,12000,0,950,166190,2.53565196461881
"1115",5037,0,24900,445000,48000,194000,0,0,711900,156000,49300,0,92200,0,70000,0,92200,297500,2.39294117647059
"1116",5041,198000,-1100,0,48000,108000,0,60600,413500,102960,0,0,0,300,15000,0,300,103260,4.00445477435599
"1117",5042,0,-12450,160000,0,58000,0,0,205550,152256,18600,0,10000,600,12000,0,10600,181456,1.13278150074949
"1118",5043,0,0,360000,0,45800,0,500,406300,252200,33000,0,0,0,5000,5000,0,285200,1.42461430575035
"1119",5047,0,296400,0,48000,0,0,100,344500,325520,0,0,0,0,125000,0,0,325520,1.05830670926518
"1120",5049,1e+08,-115000,0,96000,0,0,100,99981100,510120,25900,0,0,200,50000,0,200,536220,186.455372794748
"1121",5051,0,-20700,80000,0,0,0,0,59300,247000,3000,0,0,0,60000,0,0,250000,0.2372
"1122",5052,79000,0,420000,48000,4500,0,5000,556500,128960,85600,0,0,0,1e+05,0,0,214560,2.59368008948546
"1123",5054,0,-37000,0,80000,0,0,2000,45000,392600,31900,0,50000,0,125000,0,50000,474500,0.0948366701791359
"1124",5056,0,-30890,50000,0,0,0,500,19610,149396,0,0,15400,0,10000,0,15400,164796,0.118995606689483
"1125",5058,0,95450,3e+05,0,0,0,0,395450,156000,74850,0,50012,0,90000,0,50012,280862,1.40798684051242
"1126",5061,2e+05,91150,0,32000,0,0,6000,329150,243880,0,0,143630,0,10000,9000,143630,387510,0.849397434904906
"1127",5063,84000,-55600,0,67200,0,0,300,95900,385840,18440,0,8300,0,15000,0,8300,412580,0.232439769256871
"1128",5065,0,3000,0,24000,0,0,33000,60000,378040,0,0,61500,4000,55000,20000,65500,443540,0.135275285205393
"1129",5068,170000,68250,-58000,0,400,0,600,181250,182000,0,0,0,0,7000,3500,0,182000,0.995879120879121
"1130",5070,0,7570,0,0,0,0,2400,9970,186160,0,0,42000,0,42000,0,42000,228160,0.0436974053295933
"1131",5074,859008,0,0,60000,0,0,0,919008,245544,0,0,96200,360,6e+05,0,96560,342104,2.6863409957206
"1132",5076,25000,-291,-360000,6000,81000,165600,37002,-45689,484900,0,0,7000,0,4e+05,4e+05,7000,491900,-0.0928826997357186
"1133",5078,0,0,-360000,0,612000,0,3,252003,247312,0,0,75000,0,70600,0,75000,322312,0.78186043336891
"1134",5080,66000,84901,-84000,0,72000,0,0,138901,147420,48430,0,7200,300,7500,0,7500,203350,0.683063683304647
"1135",5082,74000,257700,0,20000,0,0,5000,356700,380380,101380,0,15400,2200,25000,0,17600,499360,0.714314322332586
"1136",5084,40000,0,0,25200,0,0,0,65200,508040,0,0,0,0,68000,0,0,508040,0.128336351468388
"1137",5086,0,423200,-2e+05,0,0,0,0,223200,228800,0,0,127003,0,110000,0,127003,355803,0.627313429060463
"1138",5089,0,1800,1e+05,0,0,0,18000,119800,265200,0,0,6040,4000,6000,1200,10040,275240,0.435256503415201
"1139",5091,0,119600,0,0,0,0,24000,143600,254800,0,0,22420,0,22000,12000,22420,277220,0.518000144289734
"1140",5104,286400,169000,216012,60000,0,0,500,731912,230620,0,5500,392700,0,319990,8000,398200,628820,1.16394516713845
"1141",5105,0,-18500,95000,48000,-116500,0,0,8000,288184,0,0,3775,150,25000,60000,3925,292109,0.0273870370306974
"1142",5106,0,-18000,0,0,0,0,0,-18000,144508,0,0,2108,0,5000,0,2108,146616,-0.12276968407268
"1143",5107,0,-21400,80000,30000,0,0,0,88600,357760,0,0,0,0,2500,0,0,357760,0.24765205724508
"1144",5108,120000,150000,840000,130000,0,0,0,1240000,328172,0,561500,2700,0,5e+05,0,564200,892372,1.38955502862035
"1145",5109,0,34100,-38500,30000,0,0,0,25600,354224,38500,0,22020,0,50000,0,22020,414744,0.061724823023359
"1146",5110,21160000,-19500,560000,0,0,0,200,21700700,410280,37500,0,18000,800,35000,0,18800,466580,46.5101375969823
"1147",5111,503000,0,60000,0,0,0,500,563500,337480,0,0,11630,0,50000,0,11630,349110,1.61410443699694
"1148",5114,0,83000,150000,0,0,0,0,233000,218400,34500,0,0,0,80000,0,0,252900,0.92131277184658
"1149",5115,0,-15600,0,101000,178000,0,100,263500,284440,62500,1e+05,10430,2115,267800,15000,112545,459485,0.573468121919105
"1150",5116,0,550000,1300000,48000,0,0,300,1898300,410280,87400,18000,77105,415,140000,5000,95520,593200,3.20010114632502
"1151",5117,0,17700,0,0,117600,216000,0,351300,166400,90900,0,0,0,10000,600,0,257300,1.36533229692965
"1152",5119,0,0,180000,0,0,0,100,180100,200720,83100,0,3600,0,6600,0,3600,287420,0.626609143413819
"1153",5121,0,-49200,0,0,97000,0,1500,49300,544440,67500,0,8825,0,180000,4000,8825,620765,0.0794181372983335
"1154",5125,0,18000,2e+05,48000,298000,30000,0,594000,210600,26500,0,0,0,15000,0,0,237100,2.50527203711514
"1155",5127,0,4002,0,96000,0,0,500,100502,126360,0,11700,46461,225,48000,21000,58386,184746,0.544000952659327
"1156",5129,0,0,1230000,0,0,0,145000,1375000,304720,0,0,15760,1550,60000,10000,17310,322030,4.26978852901904
"1157",5131,0,115000,0,0,0,0,37000,152000,459160,148100,0,73400,0,60000,6000,73400,680660,0.22331266711721
"1158",5139,1367500,0,0,0,0,649992,0,2017492,291720,36000,0,18600,0,7000,10000,18600,346320,5.82551397551398
"1159",5141,6e+05,-2999,0,48000,0,350004,0,995005,360620,42500,0,26400,2300,84000,0,28700,431820,2.3042124033162
"1160",5143,84000,0,0,0,835000,350004,0,1269004,593840,0,0,29200,0,40000,0,29200,623040,2.03679378531073
"1161",5144,0,914800,0,0,0,0,0,914800,399204,38500,0,40308,0,80000,3000,40308,478012,1.91375948720953
"1162",5146,0,384000,475000,0,539000,0,0,1398000,145080,0,0,0,0,1e+06,75000,0,145080,9.63606286186931
"1163",5148,550000,137040,-30000,96000,0,0,0,753040,450840,0,0,36000,0,45000,0,36000,486840,1.54679155369321
"1164",5150,18000,14502,-180000,6000,374540,0,0,233042,716300,50900,0,0,47000,35000,0,47000,814200,0.286222058462294
"1165",5154,0,1600,0,0,535000,0,0,536600,427492,79980,0,0,500,500,0,500,507972,1.05635743702409
"1166",5155,1e+06,-3300,-30000,0,0,0,0,966700,144560,12300,0,0,500,500,0,500,157360,6.1432384341637
"1167",5156,0,152225,348000,0,0,0,0,500225,336700,26020,0,15000,0,15000,0,15000,377720,1.32432754421264
"1168",5157,0,219700,120000,0,0,0,0,339700,116220,0,0,9590,0,7480,38900,9590,125810,2.70010333041889
"1169",5158,452000,-141500,-40000,48000,0,0,0,318500,484848,0,0,0,4000,16500,12000,4000,488848,0.651531764474847
"1170",5159,336800,-54520,0,6000,0,0,20000,308280,374660,83200,0,0,150,20000,0,150,458010,0.673085740486016
"1171",5160,348000,29000,34500,0,0,0,24000,435500,216060,0,0,88030,160,189000,9500,88190,304250,1.43138866064092
"1172",5161,0,-998,109920,48000,360000,96000,0,612922,266396,140120,0,155,155,28105,71050,310,406826,1.50659495705781
"1173",5162,0,45100,-18500,12000,0,0,246000,284600,244660,0,38500,60520,0,110000,28720,99020,343680,0.828095903165736
"1174",5164,432000,0,0,0,228000,0,0,660000,238628,23200,0,0,0,1000,0,0,261828,2.52073880562812
"1175",5167,117000,-5000,250000,0,0,0,7000,369000,485940,21400,0,8300,0,22000,0,8300,515640,0.715615545729579
"1176",5168,0,21000,130000,24000,0,0,490,175490,200200,0,0,261400,0,355000,1e+05,261400,461600,0.380177642980936
"1177",5169,0,-29200,297000,0,0,0,3000,270800,233220,29600,110000,57000,0,170000,0,167000,429820,0.63003117584105
"1178",5171,1e+07,58400,-140000,48000,350000,0,504000,10820400,355056,0,0,0,0,4e+05,0,0,355056,30.4751926456672
"1179",5173,0,739500,0,0,0,0,0,739500,243360,5200,0,500,0,50000,0,500,249060,2.96916405685377
"1180",5176,0,-26100,1200000,36000,0,0,0,1209900,418600,54000,0,0,0,117550,7550,0,472600,2.560093101989
"1181",5179,199000,-2000,0,96000,0,0,0,293000,577720,35200,0,44000,0,45000,5000,44000,656920,0.44602082445351
"1182",5180,0,-2300,270000,96000,0,0,0,363700,202540,27000,0,605990,0,7e+05,0,605990,835530,0.435292568788673
"1183",5182,3985500,-24900,0,0,0,0,42000,4002600,556244,97000,0,12960,0,20000,1100,12960,666204,6.00806960030261
"1184",5185,435000,0,0,0,0,0,10000,445000,130000,0,0,0,0,4000,20000,0,130000,3.42307692307692
"1185",5188,570000,24000,0,0,0,0,40000,634000,514800,0,0,5700,0,3000,22000,5700,520500,1.21805955811719
"1186",5190,260000,0,0,0,0,0,240000,5e+05,337740,92400,0,0,14900,85000,0,14900,445040,1.12349451734676
"1187",5193,70070,0,0,0,0,0,2000,72070,168480,0,0,0,0,3000,0,0,168480,0.427765906932574
"1188",5194,325000,50000,0,0,450000,0,5000,830000,443560,0,0,0,0,2e+05,0,0,443560,1.87122373523311
"1189",5195,1768000,0,0,0,0,0,8000,1776000,595920,114500,0,43300,0,60000,0,43300,753720,2.35631268906225
"1190",5198,390008,0,0,0,0,0,0,390008,522600,98000,0,0,60,20000,0,60,620660,0.6283762446428
"1191",5207,195000,0,150000,0,0,0,0,345000,232336,169200,0,0,0,5000,0,0,401536,0.859200669429391
"1192",5211,260000,0,0,19200,0,0,0,279200,270920,-1800,0,6366,610,52686,4520,6976,276096,1.0112424663885
"1193",5215,1100000,0,0,48000,0,0,4500,1152500,365820,142000,0,0,4000,2e+05,0,4000,511820,2.25176819975773
"1194",5218,650000,40000,150000,48000,0,0,0,888000,340600,26000,0,0,0,70000,0,0,366600,2.42225859247136
"1195",5219,848000,0,0,0,0,0,571000,1419000,456300,0,0,56080,48500,104580,20000,104580,560880,2.52995293110826
"1196",5222,350000,0,0,48000,0,0,24000,422000,222040,2e+05,0,0,0,19000,0,0,422040,0.999905222253815
"1197",5223,44000,2400,0,0,0,0,0,46400,138320,0,18000,42500,43500,8e+05,0,104000,242320,0.191482337405084
"1198",5224,99000,610,0,0,0,0,0,99610,90480,0,0,5500,1600,30000,0,7100,97580,1.02080344332855
"1199",5225,920000,11000,0,0,0,0,20750,951750,122720,41900,0,1700,5800,15000,0,7500,172120,5.52957239135487
"1200",5227,276000,410900,0,99500,0,0,0,786400,113360,0,0,0,7900,35000,500,7900,121260,6.48523833085931
"1201",5228,450000,123367,0,0,0,0,0,573367,81900,0,0,0,6000,60000,0,6000,87900,6.5229465301479
"1202",5231,545000,29500,0,48000,0,0,3608,626108,321620,220270,0,3200,600,35000,0,3800,545690,1.14736938554857
"1203",5232,3894000,0,0,0,0,696000,73000,4663000,492440,0,0,51550,850,52400,15000,52400,544840,8.55847588282799
"1204",5238,0,5600,-1e+05,0,833200,0,0,738800,322400,0,0,250,0,3500,0,250,322650,2.28978769564544
"1205",5240,437500,25000,0,31920,0,0,40000,534420,457340,136200,0,0,10100,10100,1500,10100,603640,0.885329004042144
"1206",5243,0,-807500,2e+05,0,965200,0,10000,367700,215800,0,0,0,1400,1600,0,1400,217200,1.69290976058932
"1207",5250,0,-14600,0,30000,1.2e+07,700008,0,12715408,331760,0,0,16950,0,20000,0,16950,348710,36.4641335206905
"1208",5258,0,-2100,-240000,0,55000,750000,34000,596900,317876,0,6400,22400,0,115000,5000,28800,346676,1.72178056744626
"1209",5259,0,142254,0,0,0,0,0,142254,107900,0,0,9120,0,13000,0,9120,117020,1.21563835241839
"1210",5260,0,93800,0,0,0,0,0,93800,112320,0,0,0,0,9000,0,0,112320,0.83511396011396
"1211",5263,266000,-4930,0,0,0,0,181500,442570,174980,102800,0,0,0,40000,0,0,277780,1.59323925408597
"1212",5266,225600,-16650,0,36000,0,0,0,244950,258180,7800,0,10100,2920,30000,0,13020,279000,0.877956989247312
"1213",5267,360000,6950,0,32000,0,0,0,398950,174720,33200,0,12060,500,20000,0,12560,220480,1.80946117561684
"1214",5270,844000,329100,0,0,0,0,0,1173100,511160,48500,0,0,0,45000,0,0,559660,2.0960940571061
"1215",5272,540000,86700,30000,0,0,0,0,656700,450840,0,1e+05,139500,0,120000,0,239500,690340,0.951270388504215
"1216",5274,0,10500,540000,48000,0,0,0,598500,622960,0,0,50100,5000,60700,700,55100,678060,0.882665250862755
"1217",5276,0,8,530000,0,0,0,0,530008,319176,67600,0,0,200,48000,0,200,386976,1.3696146531051
"1218",5278,240000,83392,0,72000,0,0,0,395392,410280,31000,0,0,0,5710,710,0,441280,0.896011602610587
"1219",5280,3e+05,-37400,0,32000,0,0,0,294600,661960,0,0,0,0,25300,5000,0,661960,0.445041996495256
"1220",5281,305000,-20600,0,32000,0,0,0,316400,397800,73000,0,85000,0,100500,0,85000,555800,0.569269521410579
"1221",5284,591000,-17500,-40000,0,0,0,46800,580300,236600,0,0,32945,3825,30000,10000,36770,273370,2.1227640194608
"1222",5287,4e+05,-9100,-2500000,48000,0,0,2900,-2058200,157820,0,0,13400,0,20000,0,13400,171220,-12.0207919635557
"1223",5291,586000,138000,2e+05,96000,0,0,20300,1040300,315640,0,0,150525,0,154000,0,150525,466165,2.23161326997951
"1224",5298,212200,37700,-180000,0,5000,0,2300,77200,165880,0,0,24400,0,24000,5000,24400,190280,0.405717889426109
"1225",5308,448008,2611035,0,24000,0,0,0,3083043,170560,22711,0,25400,600,1e+05,0,26000,219271,14.0604229469469
"1226",5309,5e+05,331300,6e+05,0,0,0,0,1431300,202280,15000,0,8030,550,10000,3120,8580,225860,6.3371114849907
"1227",5311,501000,347510,0,0,0,0,645,849155,242840,19200,0,61500,0,80000,0,61500,323540,2.62457501390864
"1228",5312,0,-8300,0,48000,0,0,50000,89700,81120,0,0,0,17750,80000,0,17750,98870,0.907251947001113
"1229",5313,0,32480,0,36000,0,0,0,68480,146900,26646,0,0,12650,14000,0,12650,186196,0.367784485166169
"1230",5314,0,173500,0,0,8e+05,0,2e+05,1173500,114920,15608,0,4440,250,20000,0,4690,135218,8.67857829578902
"1231",5317,0,32600,0,800,165000,0,0,198400,442000,28500,0,25020,0,150000,4000,25020,495520,0.400387471746852
"1232",5318,440000,0,0,0,147000,0,46500,633500,460200,24000,0,0,0,28000,0,0,484200,1.30834365964477
"1233",5321,0,226500,0,0,335000,0,225000,786500,460200,22000,0,0,0,3000,600,0,482200,1.63106594773953
"1234",5324,0,168965,2300000,0,0,0,2000,2470965,212160,28400,0,27100,0,30000,3600,27100,267660,9.23173055368751
"1235",5325,3e+05,-19250,0,48000,0,0,71,328821,482560,0,0,12000,0,12000,4000,12000,494560,0.664875849239728
"1236",5339,0,391500,0,15000,0,0,0,406500,371280,2500,0,0,0,90000,8500,0,373780,1.08753812403018
"1237",5345,120000,288800,0,0,0,0,0,408800,250120,39500,0,2400,0,2500,0,2400,292020,1.39990411615643
"1238",5348,0,0,0,48000,1400000,0,0,1448000,254800,55000,0,29200,4000,36000,0,33200,343000,4.22157434402332
"1239",5351,0,528000,-160000,0,669500,180000,3500,1221000,497016,0,0,0,0,11000,6200,0,497016,2.45666135496644
"1240",5360,4e+05,18050,595000,0,195000,0,8500,1216550,499720,55000,0,400,0,150000,0,400,555120,2.19150814238363
"1241",5374,0,47700,0,0,0,0,0,47700,437320,0,0,0,0,25000,7000,0,437320,0.1090734473612
"1242",5377,0,115000,-245000,0,615000,0,2500,487500,381680,0,0,10100,0,15000,2200,10100,391780,1.24432079228138
"1243",5379,0,59500,425000,0,307500,0,0,792000,153400,12400,0,0,5500,65000,0,5500,171300,4.62346760070053
"1244",5386,350000,-10500,0,6000,0,0,0,345500,403000,0,0,0,0,50000,0,0,403000,0.857320099255583
"1245",5387,305000,63000,0,0,0,0,0,368000,539760,0,0,0,0,1500,0,0,539760,0.681784496813399
"1246",5388,0,20000,2e+05,0,0,0,0,220000,211640,0,0,28420,0,30000,0,28420,240060,0.916437557277347
"1247",5389,6.3e+07,118600,0,0,0,0,1200,63119800,252720,83000,0,6040,0,22000,1400,6040,341760,184.690426029963
"1248",5390,4.5e+07,-6700,180000,0,0,0,100,45173400,180440,0,0,32740,0,40000,0,32740,213180,211.902617506333
"1249",5391,180000,-18500,0,0,0,0,150,161650,208520,36800,0,5164,0,10000,0,5164,250484,0.645350601236007
"1250",5393,393000,0,0,96000,0,0,70200,559200,193440,99000,0,31410,0,50000,0,31410,323850,1.72672533580361
"1251",5395,0,-14300,0,0,75000,0,425200,485900,186680,0,0,200,0,1700,200,200,186880,2.60006421232877
"1252",5400,50000,-47500,0,0,0,0,0,2500,444080,65200,0,50008,1200,57000,7000,51208,560488,0.00446039879533549
"1253",5401,90000,-7800,0,48000,0,0,2000,132200,224640,47600,0,0,52225,90000,0,52225,324465,0.407439939592868
"1254",5403,0,-2000,759500,0,0,0,0,757500,231920,20300,0,5920,0,20000,0,5920,258140,2.93445417215464
"1255",5412,0,25340,6e+05,0,0,0,3000,628340,235560,0,0,0,0,20000,0,0,235560,2.66743080319239
"1256",5415,582000,165700,-120000,48000,0,0,0,675700,338988,0,0,19584,350,22000,5000,19934,358922,1.8825817308496
"1257",5416,0,238300,0,48000,0,0,0,286300,262600,6800,0,22000,0,64000,20000,22000,291400,0.982498284145504
"1258",5427,0,-19940,-120000,0,0,0,0,-139940,259480,13800,0,0,22150,22000,0,22150,295430,-0.473682429001794
"1259",5429,0,54600,420000,0,0,144000,3000,621600,375648,22000,0,44610,0,60000,0,44610,442258,1.40551442822968
"1260",5433,60000,824500,-96000,0,0,0,0,788500,426400,21200,0,14025,0,40000,14000,14025,461625,1.70809639859193
"1261",5437,0,77100,663000,96000,0,0,0,836100,350480,0,0,55236,0,60000,18000,55236,405716,2.06080115154443
"1262",5438,365500,23400,0,0,0,240000,269000,897900,374660,61800,0,37700,0,40000,1000,37700,474160,1.89366458579382
"1263",5441,0,327700,4e+05,0,0,0,0,727700,247312,20000,0,9980,0,10000,0,9980,277292,2.62430939226519
"1264",5442,0,133200,0,48000,0,216000,45000,442200,410800,79400,0,4200,3600,10000,0,7800,498000,0.887951807228916
"1265",5443,0,294400,-120000,72000,0,0,40000,286400,414440,26000,0,24180,0,91000,6500,24180,464620,0.616417717704791
"1266",5445,365000,268000,0,0,0,0,0,633000,617240,60160,0,0,1200,10000,0,1200,678600,0.932802829354553
"1267",5446,50000,619750,6e+05,0,0,0,0,1269750,355472,77300,0,0,0,30000,1000,0,432772,2.93399295703049
"1268",5455,760000,0,-120000,0,0,0,22000,662000,380900,0,0,9140,250,20000,5000,9390,390290,1.69617463937072
"1269",5461,0,92550,120000,0,0,0,0,212550,286260,29840,0,0,0,3e+05,2000,0,316100,0.672413793103448
"1270",5462,0,0,240000,0,0,0,0,240000,207532,100800,0,0,0,5000,0,0,308332,0.778381744353489
"1271",5464,0,0,-160000,0,1e+06,120000,2000,962000,309556,0,0,24800,0,40000,1500,24800,334356,2.87717283374607
"1272",5465,0,-65700,0,0,0,0,0,-65700,241280,18870,0,0,0,10000,0,0,260150,-0.252546607726312
"1273",5466,648000,-28400,0,0,0,0,0,619600,374920,49000,0,0,3000,50000,0,3000,426920,1.4513257753209
"1274",5467,348000,172800,0,1,0,0,0,520801,224640,0,0,0,3200,5000,0,3200,227840,2.28581899578652
"1275",5469,0,-178800,0,0,0,0,0,-178800,557700,1e+05,0,0,75,4000,0,75,657775,-0.271825472235947
"1276",5470,0,186200,0,0,0,0,0,186200,127400,0,0,3200,0,4000,0,3200,130600,1.42572741194487
"1277",5471,50000,-2800,0,400,0,0,0,47600,433576,21600,0,0,0,0,0,0,455176,0.104574933652038
"1278",5474,0,-9900,0,3e+05,0,0,0,290100,426400,0,0,57200,100,60000,0,57300,483700,0.599751912342361
"1279",5475,35000,106400,0,0,0,0,0,141400,613600,0,0,0,0,10000,0,0,613600,0.230443285528031
"1280",5476,0,103350,0,48000,0,0,0,151350,382460,0,0,0,0,57000,0,0,382460,0.395727657794279
"1281",5478,0,1508400,0,0,0,0,0,1508400,418860,169300,0,0,0,50000,0,0,588160,2.56460826985854
"1282",5480,264000,0,0,0,0,0,2500,266500,399360,0,0,0,0,150000,4000,0,399360,0.667317708333333
"1283",5481,0,-202200,0,0,0,0,0,-202200,361400,357500,0,20000,0,50000,7000,20000,738900,-0.273650020300447
"1284",5482,549008,38150,45000,0,0,0,0,632158,91000,10750,0,0,0,10000,0,0,101750,6.21285503685504
"1285",5483,917000,42400,0,0,0,0,0,959400,345280,0,0,0,0,35000,0,0,345280,2.77861445783133
"1286",5484,324000,256120,0,0,0,0,0,580120,393120,5550,0,11000,0,35000,0,11000,409670,1.41606659018234
"1287",5487,99000,119150,0,48000,0,0,0,266150,825240,23000,0,5000,0,150000,70000,5000,853240,0.311928648445924
"1288",5488,42000,79200,0,0,0,0,0,121200,211640,176300,0,3000,0,30000,0,3000,390940,0.310021998260603
"1289",5493,333500,0,0,0,105600,0,0,439100,222560,44900,0,10820,1400,30000,0,12220,279680,1.5700085812357
"1290",5494,29600,1200,-93000,0,177600,0,0,115400,267280,0,0,10100,0,250000,0,10100,277380,0.416035763212921
"1291",5496,0,0,165000,0,498000,0,0,663000,310700,0,0,0,0,37000,0,0,310700,2.13389121338912
"1292",5497,0,25000,0,0,447000,0,0,472000,312520,0,0,20450,0,36000,0,20450,332970,1.41754512418536
"1293",5498,279000,19000,0,0,0,0,250000,548000,294320,27700,0,0,200,20000,0,200,322220,1.70070138414748
"1294",5499,0,40400,0,48000,261000,0,0,349400,290680,68600,0,0,5600,28500,0,5600,364880,0.95757509318132
"1295",5500,0,21000,320000,0,0,0,0,341000,115960,39600,0,0,0,50000,0,0,155560,2.19208022627925
"1296",5501,0,-41250,480000,0,194000,0,0,632750,387400,78200,0,57360,0,53000,0,57360,522960,1.20993957472847
"1297",5502,0,53000,160000,0,250000,0,0,463000,332800,60500,0,16300,0,31380,0,16300,409600,1.13037109375
"1298",5503,16000,-200,172800,0,54000,0,0,242600,195260,0,0,20500,500,25000,0,21000,216260,1.12179783593822
"1299",5504,1055000,50000,0,0,0,0,370000,1475000,829400,233600,0,12150,0,25000,5000,12150,1075150,1.37190159512626
"1300",5506,323000,0,3e+05,0,0,0,16000,639000,300820,51500,0,0,0,4500,1600,0,352320,1.81369209809264
"1301",5507,231000,0,-180000,0,147000,0,187000,385000,325260,31500,0,0,70,16000,0,70,356830,1.07894515595662
"1302",5508,0,0,0,0,224000,0,0,224000,148200,0,0,0,9770,80000,0,9770,157970,1.41799075773881
"1303",5509,341000,0,0,0,0,0,264000,605000,482300,208880,47600,43360,0,60000,50000,90960,782140,0.773518807374639
"1304",5510,0,0,0,48000,0,0,0,48000,280800,33700,0,1200,0,1500,0,1200,315700,0.152043078872347
"1305",5511,0,136000,-70500,0,39600,0,0,105100,269360,0,0,1820,0,15000,60000,1820,271180,0.387565454679549
"1306",5512,196500,-12250,0,0,0,0,0,184250,294580,64800,0,10200,0,30000,0,10200,369580,0.498538881974133
"1307",5513,54000,9500,0,0,0,0,0,63500,206440,0,0,0,20,39000,0,20,206460,0.307565630146275
"1308",5514,20000,35500,0,0,0,0,0,55500,185120,33960,0,0,500,2500,0,500,219580,0.252755260041898
"1309",5515,180000,-310,0,48000,0,0,0,227690,279760,0,0,19700,0,32000,0,19700,299460,0.760335270152942
"1310",5516,0,15970,0,32000,0,0,0,47970,347880,137900,0,1210,0,20000,10000,1210,486990,0.098503049343929
"1311",5517,455000,-20000,150000,48000,0,0,40000,673000,296400,0,0,9220,0,60000,10000,9220,305620,2.20208101564034
"1312",5518,0,100300,0,0,0,0,0,100300,188760,7200,0,0,0,10000,0,0,195960,0.511839150847112
"1313",5519,0,-23900,0,0,0,0,0,-23900,270400,2350,0,0,0,12000,0,0,272750,-0.0876260311640697
"1314",5520,0,29400,0,0,0,0,2000,31400,191880,2050,0,0,0,25000,1500,0,193930,0.161914092713866
"1315",5521,30000,50000,0,25600,0,0,0,105600,125840,0,0,0,0,35000,2000,0,125840,0.839160839160839
"1316",5522,0,0,0,0,0,0,0,0,80600,0,0,0,0,58000,5000,0,80600,0
"1317",5523,0,-29000,0,48000,0,0,10000,29000,412412,45900,0,0,0,10000,6000,0,458312,0.063275672467664
"1318",5524,268000,-2500,25000,24000,0,0,2500,317000,180960,1900,0,0,0,15000,0,0,182860,1.73356666302089
"1319",5525,0,-25000,0,0,0,0,0,-25000,135200,0,0,0,0,1e+05,0,0,135200,-0.18491124260355
"1320",5527,426902,57500,-3e+05,48000,0,0,0,232402,249600,0,0,149000,0,170000,0,149000,398600,0.583045659809333
"1321",5530,480000,77800,0,0,94000,0,40200,692000,245700,0,5700,19800,30,20000,0,25530,271230,2.55134019098182
"1322",5533,822000,2605,0,0,0,0,48000,872605,394680,4500,0,12865,1650,12000,1000,14515,413695,2.10929549547372
"1323",5537,0,181750,0,96000,0,0,0,277750,169000,0,0,0,0,32000,2000,0,169000,1.64349112426035
"1324",5538,3e+05,0,0,0,0,0,2000,302000,685620,0,0,0,1500,4000,0,1500,687120,0.439515659564559
"1325",5539,432100,0,0,0,0,0,3500,435600,330980,96500,0,0,0,25000,8000,0,427480,1.01899504070366
"1326",5540,0,1000,0,0,0,0,0,1000,195000,4650,0,0,0,30000,0,0,199650,0.00500876533934385
"1327",5541,472290,0,0,0,0,0,3000,475290,420160,142500,0,108300,3500,111800,7000,111800,674460,0.704697091006138
"1328",5544,0,8000,97500,48000,0,0,0,153500,169520,0,0,10000,0,10000,2800,10000,179520,0.855057932263815
"1329",5552,5e+05,40000,0,96,2e+05,211200,0,951296,358020,56600,0,46570,4575,225000,0,51145,465765,2.04243771000397
"1330",5554,493000,19400,0,0,0,0,0,512400,282360,36780,0,0,0,15000,0,0,319140,1.60556495581876
